customer_id,event_ts,days_since_last_order,sessions_last_month,avg_basket_size,category_diversity,discount_share,returns_rate,avg_session_minutes,device_type,platform,marketing_channel,region,segment_truth,orders_last_90d,avg_order_value,gmv_last_90d,customer_value
c_17,2024-08-16T21:37:43+00:00,42.0,19.0,3.807,10.87,0.332,0.1208,28.64,desktop,ios,email,US,whales,3.0,21.31969307840131,215.7242844356619,83.17437296764246
c_18,2024-09-11T11:12:28+00:00,156.0,5.0,1.908,1.71,0.2449,0.0978,5.35,desktop,android,email,US,casual,0.0,30.340162001469427,121.32380789135699,47.97413325831388
c_19,2024-08-17T12:36:51+00:00,113.0,9.0,6.48,6.94,0.3511,0.3521,8.34,desktop,android,social,EU,loyal,4.0,41.697028242321096,121.64443194631887,75.85719976994598
c_20,2024-07-17T18:38:09+00:00,123.0,5.0,1.981,10.15,0.0426,0.0337,17.95,mobile,web,email,Unknown,loyal,2.0,18.41562526665758,117.58082809806905,44.920953586593015
c_21,2024-08-20T16:57:05+00:00,34.0,16.0,7.934,9.86,0.1989,0.0049,15.86,desktop,web,organic,,whales,4.0,11.318691249331266,145.01296449145616,135.58721341759747
c_22,2024-07-27T23:27:29+00:00,21.0,23.0,3.514,4.52,0.2388,0.0405,54.15,mobile,web,paid_search,US,whales,5.0,31.248372777036845,100.57591926223708,132.70623439836646
c_23,2024-06-09T13:43:35+00:00,152.0,5.0,2.826,7.98,0.4561,0.1889,3.41,desktop,android,organic,US,casual,2.0,31.94396976400095,230.87870375221814,43.26368453541813
c_24,2024-08-22T06:57:02+00:00,90.0,2.0,2.944,7.59,0.3571,0.0675,2.8,desktop,android,organic,,loyal,4.0,19.89611676469334,83.33974216412597,137.21434010498018
c_25,2024-07-02T20:33:28+00:00,106.0,6.0,1.241,4.88,0.3868,0.1532,3.39,tablet,ios,paid_search,,casual,1.0,17.40640098575682,250.9532896880487,50.70841243358155
c_26,2024-09-07T11:38:58+00:00,51.0,11.0,4.492,4.81,0.064,0.0125,16.15,desktop,web,email,EU,whales,2.0,14.854968935508312,479.5588023680379,103.07647579017026
c_27,2024-08-24T14:52:04+00:00,77.0,6.0,4.946,6.48,0.0028,0.0299,3.74,desktop,android,paid_search,Unknown,loyal,3.0,18.20465398763599,203.60007849950284,45.626829625810615
c_28,2024-08-29T01:06:11+00:00,76.0,12.0,1.172,9.58,0.0619,0.2326,10.11,tablet,ios,email,,loyal,1.0,13.6195996560124,321.57054625350924,57.15598370498131
c_29,2024-07-11T11:20:46+00:00,15.0,22.0,5.727,4.69,0.2147,0.0298,39.83,mobile,web,email,,whales,0.0,20.829437594133246,63.24091809651672,47.53738626442411
c_30,2024-06-24T16:30:05+00:00,172.0,4.0,2.042,3.97,0.1085,0.2632,10.93,mobile,android,organic,APAC,casual,2.0,14.7309591028098,71.51686064191982,28.787246449992804
c_31,2024-06-21T11:08:44+00:00,64.0,3.0,2.588,8.75,0.2869,0.0729,10.66,tablet,web,social,Unknown,loyal,3.0,13.581795370109985,299.4591537468303,23.253015927067448
c_32,2024-09-06T02:03:11+00:00,104.0,2.0,4.738,9.5,0.3396,0.0514,11.91,tablet,web,paid_search,EU,loyal,4.0,10.947098282253185,112.11616256401952,67.75480635631442
c_33,2024-07-01T17:36:53+00:00,38.0,8.0,6.903,8.75,0.068,0.0465,31.78,mobile,ios,social,EU,whales,2.0,23.027154067851285,307.6286418845659,65.37736270039903
c_34,2024-09-13T05:06:41+00:00,25.0,9.0,3.659,9.69,0.4279,0.0647,18.04,desktop,android,social,,whales,2.0,13.921002679871162,86.14862318690932,69.5546940950575
c_35,2024-08-26T21:02:24+00:00,26.0,20.0,6.126,5.03,0.0577,0.0047,21.94,mobile,android,social,EU,whales,3.0,15.985624168892244,211.3510219929307,20.840955790994276
c_36,2024-07-21T02:09:27+00:00,100.0,1.0,2.075,8.03,0.442,0.0797,5.62,desktop,ios,organic,Unknown,casual,3.0,20.339327817112633,312.86858877900437,118.45520492329865
c_37,2024-07-02T06:29:46+00:00,57.0,14.0,4.72,4.55,0.1376,0.0251,16.18,tablet,ios,social,Unknown,whales,1.0,36.79933090711271,119.98388011707584,59.42156628803988
c_38,2024-06-05T20:43:04+00:00,76.0,9.0,4.25,8.52,0.313,0.1348,34.08,mobile,android,paid_search,US,loyal,3.0,32.25589874948011,184.81107437958025,95.73324107276926
c_39,2024-06-04T05:26:31+00:00,96.0,12.0,3.225,2.12,0.3559,0.1376,22.32,mobile,web,social,APAC,loyal,0.0,19.287671139493806,229.95197479482948,91.91284021889972
c_40,2024-06-24T15:13:46+00:00,15.0,8.0,4.22,5.98,0.1962,0.085,33.89,mobile,ios,organic,Unknown,whales,4.0,18.993311308891634,138.55626706920444,70.18043871310559
c_41,2024-06-07T13:12:59+00:00,95.0,6.0,2.885,7.51,0.4539,0.0757,0.77,mobile,web,organic,EU,casual,4.0,17.859583767281126,99.4107542667363,34.38062655269486
c_42,2024-06-15T00:08:58+00:00,108.0,10.0,3.341,3.29,0.0237,0.1035,5.38,mobile,web,email,US,loyal,0.0,18.853740254281767,119.11650827226812,143.38007640318244
c_43,2024-07-18T08:21:41+00:00,79.0,5.0,4.622,4.56,0.0661,0.0584,31.36,tablet,web,social,APAC,loyal,3.0,25.332991733658815,206.75948107544264,60.357907877247975
c_44,2024-07-22T10:49:21+00:00,79.0,3.0,4.458,4.93,0.328,0.2038,14.26,mobile,android,email,APAC,casual,4.0,24.854551776833862,94.33424314023473,38.724017277468924
c_45,2024-07-02T17:13:50+00:00,27.0,22.0,3.824,8.19,0.1895,0.0063,19.2,desktop,web,organic,APAC,whales,1.0,29.576249515846484,217.5442190546563,36.01795138228753
c_46,2024-07-06T18:51:41+00:00,45.0,10.0,4.674,7.98,0.1607,0.046,7.13,tablet,web,paid_search,US,whales,2.0,13.752183979804178,194.36138983069074,31.115636559388626
c_47,2024-06-27T21:47:41+00:00,32.0,11.0,4.627,6.67,0.1414,0.0056,50.37,tablet,web,social,US,whales,2.0,13.548398444197705,183.73138106004717,94.0545442992146
c_48,2024-08-28T11:19:18+00:00,57.0,22.0,3.928,9.41,0.357,0.008,50.54,mobile,ios,organic,APAC,whales,1.0,22.79072659875436,113.29900779881811,79.00964726492492
c_49,2024-08-17T17:55:15+00:00,32.0,11.0,5.712,6.67,0.4531,0.0552,14.85,mobile,web,email,US,whales,1.0,12.572613120295982,194.8041718722922,43.039593485614844
c_50,2024-07-21T04:57:42+00:00,18.0,17.0,4.316,12.0,0.3844,0.137,12.35,mobile,web,paid_search,APAC,whales,2.0,19.8176451022862,119.17289406953135,66.31152978078093
c_51,2024-09-06T16:14:10+00:00,41.0,12.0,2.59,1.9,0.3678,0.0542,6.95,tablet,android,organic,US,loyal,5.0,17.533956887802123,88.35603699401187,108.64077128801055
c_52,2024-09-16T20:57:46+00:00,155.0,4.0,5.742,3.93,0.1915,0.3104,1.57,tablet,android,organic,US,casual,1.0,29.548406037241207,124.6429086588541,75.14659334312803
c_53,2024-08-20T16:37:04+00:00,103.0,3.0,3.832,4.86,0.0273,0.0348,5.6,mobile,ios,organic,Unknown,casual,0.0,19.840496990511994,154.40050530296386,41.91393324657654
c_54,2024-07-31T21:36:47+00:00,92.0,5.0,5.253,6.91,0.4419,0.2287,8.75,mobile,web,paid_search,US,loyal,0.0,20.566788453813608,119.47213682568092,105.04030697247138
c_55,2024-08-21T23:15:38+00:00,89.0,4.0,3.006,5.32,0.2772,0.1072,2.24,desktop,android,email,APAC,casual,1.0,31.94890423089609,70.76290831935367,31.605731254390893
c_56,2024-06-10T01:53:57+00:00,6.0,13.0,4.707,11.92,0.2869,0.0143,11.88,desktop,web,paid_search,APAC,whales,3.0,23.682991878847602,164.0546739877421,61.80684034283358
c_57,2024-09-07T13:01:56+00:00,83.0,5.0,2.794,4.04,0.2087,0.2069,14.81,tablet,ios,paid_search,Unknown,casual,0.0,15.510734548476167,120.05168650032894,74.80870226018328
c_58,2024-07-20T19:57:35+00:00,116.0,6.0,2.249,4.8,0.3471,0.1596,9.24,desktop,android,organic,EU,casual,1.0,19.177274376694577,250.79457417227448,33.80178798934514
c_59,2024-08-24T05:39:11+00:00,147.0,5.0,1.318,4.22,0.4676,0.1448,5.83,tablet,android,paid_search,Unknown,casual,1.0,16.908525309042815,239.96998146978441,50.64865354227883
c_60,2024-08-03T09:18:19+00:00,38.0,16.0,2.307,6.62,0.2258,0.037,19.46,tablet,web,paid_search,EU,whales,1.0,17.217927278291768,60.62603918302582,95.74303414379125
c_61,2024-06-21T20:45:10+00:00,92.0,6.0,2.749,2.11,0.2641,0.082,5.23,tablet,web,organic,,loyal,3.0,22.88124908678715,70.00239504386363,11.212544029784661
c_62,2024-06-04T19:20:43+00:00,57.0,9.0,3.844,5.54,0.0284,0.0821,15.55,mobile,web,social,US,loyal,2.0,13.58958347705447,134.56511556772213,30.420920762225574
c_63,2024-09-02T12:30:14+00:00,114.0,1.0,2.024,7.23,0.4081,0.0687,9.2,desktop,ios,paid_search,US,casual,5.0,16.72881437557352,99.0959732532356,44.154232440760076
c_64,2024-07-23T13:54:22+00:00,14.0,22.0,3.459,11.96,0.0019,0.0373,30.71,desktop,ios,organic,APAC,whales,4.0,11.751893234617022,259.38574796941435,41.48198445719365
c_65,2024-07-21T22:31:18+00:00,108.0,5.0,1.649,3.86,0.4233,0.3218,3.23,desktop,android,organic,APAC,casual,1.0,25.931188620158725,147.88724407582242,39.436383881420205
c_66,2024-06-25T01:23:24+00:00,158.0,3.0,2.203,2.29,0.3905,0.3902,12.44,mobile,web,email,APAC,casual,2.0,19.110292102738743,174.9777575222383,33.14420302176135
c_67,2024-08-28T05:45:20+00:00,36.0,12.0,5.475,9.23,0.3951,0.0207,17.01,mobile,ios,email,,whales,1.0,25.99278051977723,76.24113476525653,33.3074939115551
c_68,2024-07-09T04:57:08+00:00,23.0,9.0,6.95,6.61,0.1383,0.1477,7.34,mobile,android,paid_search,APAC,whales,2.0,26.322761208724586,108.77718482560222,32.40036157975706
c_69,2024-08-12T10:25:40+00:00,14.0,17.0,6.682,4.93,0.0921,0.0085,41.28,desktop,android,organic,Unknown,whales,2.0,23.562814341662964,139.80576197298387,17.838803942932866
c_70,2024-07-02T08:25:05+00:00,70.0,7.0,1.981,1.79,0.1097,0.18,7.03,tablet,ios,paid_search,Unknown,loyal,4.0,18.346265442625857,155.32892782170816,42.69023602562932
c_71,2024-08-17T18:52:18+00:00,71.0,8.0,2.236,7.96,0.1811,0.0403,5.74,desktop,ios,organic,,loyal,2.0,10.806594595671763,126.38654708147004,144.1677473484628
c_72,2024-09-24T00:15:48+00:00,42.0,22.0,7.443,10.99,0.3464,0.0067,11.39,mobile,ios,organic,,whales,2.0,22.917761390946584,43.1954401551171,47.65044476149171
c_73,2024-09-20T13:43:39+00:00,36.0,4.0,4.102,1.81,0.307,0.038,10.15,mobile,ios,organic,APAC,loyal,1.0,16.886208311949236,188.58750354833992,127.7915000640516
c_74,2024-06-26T18:40:47+00:00,67.0,4.0,4.008,3.62,0.3185,0.0966,8.49,desktop,web,organic,US,loyal,1.0,18.974137900258118,135.316951386291,47.41984823679911
c_75,2024-09-21T22:17:36+00:00,108.0,11.0,6.897,4.8,0.4286,0.1713,2.34,tablet,web,email,EU,loyal,2.0,15.47425177047058,196.5958153447266,97.7190851158363
c_76,2024-09-17T08:54:56+00:00,58.0,3.0,2.079,2.78,0.294,0.167,13.44,desktop,ios,social,,loyal,4.0,27.078220941842396,160.27624219933716,141.52234175550709
c_77,2024-06-28T20:52:08+00:00,20.0,13.0,5.042,9.54,0.1824,0.0275,61.28,mobile,android,email,EU,whales,2.0,9.817706668607991,134.9249695429505,34.749735361453624
c_78,2024-06-24T10:25:40+00:00,121.0,2.0,4.657,7.06,0.3757,0.1226,23.16,desktop,web,email,Unknown,loyal,5.0,13.893525430132286,144.85224973858877,49.437333776257155
c_79,2024-06-21T10:34:14+00:00,12.0,11.0,6.342,10.27,0.4923,0.0827,21.41,tablet,web,social,APAC,whales,1.0,31.69903123535369,83.34312621525474,22.517525925248485
c_80,2024-08-30T17:05:59+00:00,138.0,2.0,1.421,2.92,0.4951,0.2805,2.66,desktop,ios,paid_search,US,casual,0.0,25.888406782659043,254.95795910195665,39.93281834303206
c_81,2024-06-10T05:29:45+00:00,59.0,6.0,4.272,8.76,0.1301,0.0639,8.36,desktop,ios,social,,loyal,2.0,28.067737889301664,98.00452112256032,19.986003648948063
c_82,2024-06-24T21:15:48+00:00,101.0,3.0,1.316,2.81,0.4514,0.0761,0.59,desktop,web,paid_search,EU,casual,3.0,25.120608928163275,164.06858953837866,50.119248306556315
c_83,2024-07-16T03:39:54+00:00,21.0,13.0,5.905,7.12,0.2871,0.0257,21.22,tablet,web,organic,,whales,4.0,30.818490090596573,93.03321977850081,48.93664264268514
c_84,2024-07-02T02:45:39+00:00,134.0,4.0,1.741,3.17,0.0378,0.2086,16.12,desktop,ios,organic,US,casual,4.0,19.65288045882896,143.4105169551946,51.72772189357439
c_85,2024-06-27T16:21:14+00:00,100.0,1.0,2.46,1.43,0.224,0.5155,21.21,mobile,android,email,APAC,casual,1.0,11.481871386347851,155.95172500479575,33.9064866707237
c_86,2024-09-20T10:22:42+00:00,168.0,2.0,1.275,6.52,0.287,0.083,12.23,mobile,ios,social,Unknown,casual,2.0,24.15136644789645,238.04881616698154,94.55304804646066
c_87,2024-07-18T17:33:11+00:00,98.0,2.0,2.453,7.26,0.1864,0.2077,0.92,tablet,web,email,Unknown,casual,0.0,22.406580718286513,34.865668595026946,30.383962022609023
c_88,2024-08-23T18:31:06+00:00,80.0,6.0,3.357,3.86,0.1248,0.247,5.44,mobile,web,paid_search,,casual,3.0,22.166348432389604,108.11375474958243,70.48488485292017
c_89,2024-06-19T13:29:28+00:00,83.0,12.0,4.119,10.87,0.4628,0.3429,37.18,mobile,android,paid_search,US,loyal,2.0,18.93419607485522,143.62083370044007,101.65591050507753
c_90,2024-06-24T08:28:19+00:00,38.0,10.0,5.691,7.81,0.0012,0.0762,31.53,mobile,web,paid_search,,whales,2.0,13.978438238769963,289.653048266158,53.01460469753422
c_91,2024-09-18T19:01:27+00:00,48.0,9.0,6.081,8.26,0.0183,0.0307,32.12,mobile,web,social,APAC,whales,1.0,15.823060626244926,293.0547476969696,21.894265245686043
c_92,2024-08-20T01:57:02+00:00,163.0,5.0,3.764,6.16,0.3668,0.1332,1.7,mobile,android,paid_search,APAC,casual,1.0,23.176139446054748,242.24862016675706,25.222329818286436
c_93,2024-09-05T03:54:36+00:00,15.0,16.0,5.002,9.39,0.4478,0.0456,13.45,desktop,ios,social,,whales,1.0,16.90585336452885,327.7660510505698,27.28419312999351
c_94,2024-06-17T21:42:49+00:00,116.0,4.0,5.141,6.57,0.4182,0.262,2.4,desktop,ios,social,Unknown,casual,2.0,21.534880681594736,66.2347396892824,70.1691542943536
c_95,2024-06-15T08:32:08+00:00,85.0,3.0,3.182,2.78,0.3784,0.2396,15.61,tablet,android,paid_search,Unknown,loyal,3.0,12.052629033490804,190.30797558269884,33.39287700919335
c_96,2024-09-25T19:15:35+00:00,175.0,5.0,2.061,2.62,0.167,0.1441,4.24,desktop,web,email,US,casual,0.0,23.512195241603468,79.28787596743157,37.65698170985126
c_97,2024-08-25T12:13:06+00:00,39.0,23.0,8.019,6.94,0.2102,0.0251,22.86,tablet,android,paid_search,APAC,whales,2.0,21.317061259701504,82.32719372185466,29.98338183398245
c_98,2024-08-06T04:14:22+00:00,29.0,14.0,7.409,10.93,0.3279,0.0242,23.96,tablet,android,email,,whales,5.0,19.81167440812805,158.377772761391,55.77790527135601
c_99,2024-06-03T15:31:17+00:00,94.0,7.0,5.231,3.89,0.0871,0.0752,49.51,mobile,web,email,APAC,loyal,5.0,25.847612281070855,89.73664150893588,86.263411170769
c_100,2024-07-24T18:34:51+00:00,131.0,6.0,2.77,1.39,0.3405,0.3413,1.91,tablet,web,social,US,casual,2.0,23.470652983561063,73.2035117923015,79.58734492836041
c_101,2024-09-15T12:19:05+00:00,106.0,4.0,2.347,3.24,0.0681,0.2443,7.27,tablet,android,social,EU,casual,4.0,18.809455187681152,167.17140939007407,34.2950891740836
c_102,2024-09-24T04:52:01+00:00,125.0,12.0,2.217,7.33,0.3043,0.1751,21.64,desktop,ios,social,APAC,loyal,4.0,25.82793689874471,78.74362843225181,34.66086403009245
c_103,2024-06-28T16:20:12+00:00,53.0,21.0,7.886,7.8,0.4013,0.1319,17.93,desktop,ios,paid_search,Unknown,whales,3.0,20.867860314965355,296.4804508121855,49.35725532795596
c_104,2024-06-30T06:14:11+00:00,28.0,17.0,3.171,7.55,0.2283,0.049,45.81,desktop,ios,organic,Unknown,whales,0.0,18.02928702841728,102.4871366263505,47.682577718712956
c_105,2024-08-04T03:01:48+00:00,91.0,6.0,3.913,9.26,0.3214,0.0871,6.98,tablet,android,social,EU,loyal,0.0,27.184258163407698,142.0470781284351,87.68138739030832
c_106,2024-08-04T08:39:18+00:00,24.0,18.0,4.133,11.42,0.2543,0.0498,37.29,tablet,android,social,Unknown,whales,1.0,20.850568474217887,351.3227717220497,112.28474585365804
c_107,2024-08-27T04:34:23+00:00,90.0,4.0,3.571,2.51,0.3224,0.0785,3.85,desktop,ios,social,APAC,loyal,3.0,13.486558419027142,405.4120164236763,103.48163255166581
c_108,2024-08-04T10:46:58+00:00,39.0,15.0,3.866,10.91,0.0335,0.0196,10.21,desktop,web,organic,,whales,2.0,20.180748530443665,196.4713066500125,69.6237040031272
c_109,2024-07-22T01:52:40+00:00,100.0,5.0,2.604,6.4,0.253,0.1981,1.07,tablet,android,email,US,casual,1.0,18.082759450770375,106.20896362351569,18.352169245510073
c_110,2024-08-23T05:55:05+00:00,45.0,3.0,6.675,5.74,0.1751,0.1754,34.84,desktop,web,email,US,loyal,1.0,18.400950512559927,71.184788265832,53.38906622016591
c_111,2024-06-20T20:04:43+00:00,147.0,1.0,1.534,4.68,0.0629,0.1249,0.28,desktop,android,social,US,casual,1.0,18.22386183194401,144.51848512935896,241.1094268499094
c_112,2024-06-07T17:37:41+00:00,173.0,5.0,2.858,7.3,0.4283,0.2516,2.72,mobile,android,organic,EU,casual,3.0,17.373108238666575,441.72516804836914,57.84440595691211
c_113,2024-08-04T11:55:37+00:00,51.0,11.0,5.332,8.39,0.2825,0.0168,17.33,mobile,ios,social,Unknown,whales,0.0,13.97762114785147,94.84647623426483,58.82101207469573
c_114,2024-06-20T22:18:55+00:00,30.0,20.0,3.93,5.59,0.308,0.0104,5.46,tablet,android,organic,EU,whales,4.0,24.04429278771517,103.79621811867561,83.3476486670873
c_115,2024-06-22T13:17:55+00:00,24.0,17.0,4.155,9.29,0.4547,0.0351,21.79,tablet,ios,social,,whales,6.0,38.72084552441403,115.39084123884321,40.426896002013244
c_116,2024-08-12T00:45:07+00:00,151.0,6.0,2.422,1.27,0.0451,0.1726,11.28,mobile,android,social,Unknown,casual,2.0,21.206371119182204,313.6394487708042,34.83979861584337
c_117,2024-07-19T00:09:29+00:00,82.0,9.0,2.66,4.88,0.0677,0.1184,18.64,mobile,ios,social,Unknown,loyal,2.0,19.49122072420475,309.47489340897835,55.592136559476515
c_118,2024-06-17T11:42:06+00:00,21.0,11.0,3.703,10.09,0.387,0.0053,17.16,desktop,ios,email,EU,whales,0.0,17.75847776904692,151.12409486898588,85.66291393032981
c_119,2024-07-17T11:46:26+00:00,138.0,2.0,1.466,2.24,0.3532,0.3187,8.46,mobile,web,paid_search,,casual,2.0,13.557434682182159,112.05211352921924,43.65649112976673
c_120,2024-08-26T15:05:02+00:00,123.0,5.0,2.406,1.58,0.2504,0.0799,22.13,tablet,web,organic,US,loyal,2.0,18.825166408487874,197.63345184392352,40.993963247063824
c_121,2024-06-23T15:29:23+00:00,97.0,6.0,1.441,4.8,0.1406,0.3637,2.7,mobile,web,social,APAC,casual,2.0,29.76346114048375,106.57256404399988,66.0944016204348
c_122,2024-07-20T05:36:12+00:00,137.0,3.0,2.974,6.15,0.2506,0.2963,1.92,mobile,ios,email,EU,casual,3.0,30.643152224540714,178.36849635074196,53.625428664537864
c_123,2024-06-17T14:22:37+00:00,89.0,8.0,1.786,10.02,0.4137,0.2506,10.68,tablet,ios,paid_search,,loyal,0.0,30.630684338314406,170.17267167022592,70.87179749198764
c_124,2024-07-16T00:40:22+00:00,14.0,22.0,4.431,7.05,0.441,0.0191,6.45,mobile,ios,social,APAC,whales,1.0,8.909169944601878,126.24031843804848,70.4611772220434
c_125,2024-08-15T00:19:01+00:00,90.0,6.0,4.294,1.16,0.0161,0.1064,6.67,tablet,ios,organic,,casual,3.0,28.218956851256085,341.05987704790414,34.82594069812697
c_126,2024-09-25T18:10:05+00:00,31.0,6.0,3.741,8.48,0.1682,0.0659,30.67,desktop,web,social,US,loyal,4.0,21.35424097013798,210.55668477835889,18.73953669193567
c_127,2024-09-06T22:38:11+00:00,19.0,8.0,3.27,5.64,0.4598,0.0071,23.24,mobile,ios,email,EU,whales,5.0,31.223534512614105,275.03413133397055,72.07948048859859
c_128,2024-06-17T17:12:49+00:00,74.0,7.0,2.777,4.72,0.0633,0.0238,3.57,mobile,web,paid_search,US,loyal,2.0,17.22079500554111,305.8691661641955,131.303363721049
c_129,2024-06-24T09:49:53+00:00,50.0,9.0,5.83,12.0,0.2308,0.0096,12.87,tablet,ios,organic,,whales,3.0,19.039435739683665,212.72998920706772,25.980974366454177
c_130,2024-06-03T22:44:12+00:00,34.0,19.0,5.881,7.07,0.2838,0.0737,60.96,desktop,android,social,APAC,whales,5.0,23.434459363451996,252.37401558190348,49.63117353820904
c_131,2024-06-25T04:22:35+00:00,59.0,8.0,3.986,2.9,0.2177,0.0369,12.85,tablet,ios,paid_search,APAC,loyal,3.0,32.59390326499447,251.42387870127797,20.39919660673052
c_132,2024-08-17T22:45:13+00:00,28.0,6.0,5.253,3.4,0.4329,0.0039,4.89,desktop,web,email,Unknown,loyal,3.0,12.165811532085058,52.79904405868421,101.77795962170603
c_133,2024-07-12T11:16:33+00:00,105.0,2.0,1.473,4.11,0.4919,0.3266,11.01,tablet,ios,email,,casual,6.0,16.791947775707754,186.9060453578314,61.34304259358328
c_134,2024-06-03T23:19:57+00:00,148.0,3.0,2.521,4.0,0.2082,0.5095,1.42,mobile,android,organic,APAC,casual,3.0,20.71757364922087,84.85327478668628,58.0015095754204
c_135,2024-08-07T20:20:16+00:00,46.0,19.0,6.88,11.93,0.3908,0.087,47.9,tablet,ios,email,US,whales,1.0,16.909138898803974,182.35221401819913,61.018366602632476
c_136,2024-09-28T03:18:54+00:00,154.0,1.0,2.74,3.41,0.1822,0.1183,8.73,mobile,web,email,EU,casual,2.0,14.918867788399357,111.92516076242582,76.46517943580217
c_137,2024-07-14T06:41:23+00:00,56.0,11.0,2.243,5.16,0.4264,0.0952,13.83,mobile,ios,paid_search,APAC,loyal,2.0,19.378625486739946,204.29833110490466,93.2452329709176
c_138,2024-08-04T17:05:19+00:00,148.0,4.0,2.73,6.37,0.2803,0.101,0.56,tablet,web,organic,EU,casual,1.0,17.176391677452195,116.0145656322758,36.24477508480943
c_139,2024-09-11T17:22:30+00:00,30.0,2.0,3.028,6.38,0.4219,0.2666,6.34,desktop,android,organic,EU,loyal,3.0,17.56547415249335,144.92864442760333,130.7303804590551
c_140,2024-07-18T01:50:54+00:00,155.0,2.0,1.78,3.89,0.0297,0.1,5.74,mobile,web,paid_search,EU,casual,0.0,13.515584161478191,30.03479844833013,52.348088822301975
c_141,2024-09-15T10:19:20+00:00,24.0,8.0,3.801,2.72,0.1998,0.0863,6.52,tablet,ios,organic,EU,loyal,2.0,17.889872497904285,140.9378634280397,29.797678340825286
c_142,2024-09-08T09:26:03+00:00,94.0,9.0,3.963,2.94,0.3511,0.0141,7.36,mobile,ios,email,APAC,loyal,4.0,16.65459850246032,281.66475416755225,35.148618639533126
c_143,2024-07-08T06:29:38+00:00,164.0,2.0,3.647,1.0,0.1199,0.4312,12.04,tablet,ios,email,Unknown,casual,0.0,19.716509741804842,269.1921729510894,43.85426068519385
c_144,2024-06-21T23:04:14+00:00,90.0,2.0,1.284,1.31,0.245,0.351,7.95,desktop,ios,social,APAC,casual,0.0,11.484210081022479,127.92188335772016,23.682635262654713
